Data_Hora,IdTweet,Tweet,Candidato,Tweet_limpo,Sentimento_Final
2022-07-30 23:16:20+00:00,1553519893147959297,"@elmanofreitaspt 🚨ATENÇÃO, nesse fim de semana ocorre um evento de motociclistas em Brasília, o MotoWeek, com mais de 800 mil participantes, shows gratuitos, brindes, etc.

🚨Bolsonaro vai usar o evento pra tentar dizer que 31 de julho foi ""a maior motociata da história"" em Brasília!
ESPALHE! https://t.co/TfL6ZTBB0i",Bolsonaro," 🚨atenção, nesse fim de semana ocorre um evento de motociclistas em brasília, o motoweek, com mais de 800 mil participantes, shows gratuitos, brindes, etc.🚨bolsonaro vai usar o evento pra tentar dizer que 31 de julho foi ""a maior motociata da história"" em brasília!espalhe! ",Neutro
2022-07-30 23:16:18+00:00,1553519884327337986,@Jeanskull02 @jairbolsonaro O povo não acredita mais na mídia! Venceremos! #BolsonaroReeleito2022 #DireitaForte 🇧🇷🇧🇷🇧🇷,Bolsonaro,  o povo não acredita mais na mídia! venceremos!   🇧🇷🇧🇷🇧🇷,Neutro
2022-07-30 23:16:17+00:00,1553519879847907329,"Por favor, @jairbolsonaro nosso amado presidente,ñ permita que isso aconteça! Essas 💉💉São experimentais...cujo efeitos graves e até óbitos,seguem  ignorados pela Anvisa e Min da Saúde,que já quer lançar no calendário das crianças?😱Pandemia acabou!⤵️

https://t.co/BcoX4AiCzA",Bolsonaro,"por favor,  nosso amado presidente,ñ permita que isso aconteça! essas 💉💉são experimentais...cujo efeitos graves e até óbitos,seguem  ignorados pela anvisa e min da saúde,que já quer lançar no calendário das crianças?😱pandemia acabou!⤵️",Negativo
2022-07-30 23:16:16+00:00,1553519879537528834,@BlogdoJuca Se Bolsonaro ganhar ele terá oposição ; se Lula ganhar ele não terá oposição .,Bolsonaro, se bolsonaro ganhar ele terá oposição ; se lula ganhar ele não terá oposição .,Neutro
2022-07-30 23:16:16+00:00,1553519877360865281,"@LulaOficial @elmanofreitaspt @CamiloSantanaCE @ricardostuckert Eu amo o meu País.
❤️ Bolsonaro ❤️
Ganha no primeiro turno 💕 https://t.co/9bypwi7ZMW",Bolsonaro,    eu amo o meu país.❤️ bolsonaro ❤️ganha no primeiro turno 💕 ,Negativo
2022-07-30 23:16:14+00:00,1553519870435905539,"O agronegócio é Bolsonaro!
Então o agricultura familiar, orgânica, micro, médio e grande produtor é Bolsonaro.
O Brasil acordou!
Os posseiros q recebem seu título de terra após 40 anos, e o título sai preferencialmente no nome das mulheres são Bolsonaro.",Bolsonaro,"o agronegócio é bolsonaro!então o agricultura familiar, orgânica, micro, médio e grande produtor é bolsonaro.o brasil acordou!os posseiros q recebem seu título de terra após 40 anos, e o título sai preferencialmente no nome das mulheres são bolsonaro.",Negativo
2022-07-30 23:16:10+00:00,1553519853717397504,@Melkpsobrinho @MarcioM61326104 @adinaelsilva @Alexandre30k @ManesAlexandre @Nuu0204 @Valdirene4971 @EdneiaScanto @BergMartins14 @CameloJubeni @alvesmimar3 @vanice_a @nefertiti2022 @BetoBrasilRJ @RE_BOLSONARO 🤜🤛🇧🇷,Bolsonaro,               🤜🤛🇧🇷,Neutro
2022-07-30 23:16:10+00:00,1553519852979191809,@FlavioBolsonaro @tarcisiogdf @jairbolsonaro 🙏👍🏼👏🏼👏🏼👏🏼🆙💪🏼🇧🇷👊🏼,Bolsonaro,   🙏👍🏼👏🏼👏🏼👏🏼🆙💪🏼🇧🇷👊🏼,Neutro
2022-07-30 23:16:51+00:00,1553520026346524674,@Omardeideais Saiu o DataToalha com a intenção de voto do @cirogomes ! https://t.co/DfCFxAzK9e,Ciro Gomes, saiu o datatoalha com a intenção de voto do  ! ,Neutro
2022-07-30 23:16:43+00:00,1553519990237810688,@cirogomes Teria não!😂😂😂,Ciro Gomes, teria não!😂😂😂,Neutro
2022-07-30 23:16:36+00:00,1553519962915934208,@cirogomes 👏,Ciro Gomes, 👏,Neutro
2022-07-30 23:16:26+00:00,1553519920494829568,@nave1964 @cirogomes Que vagsbundo,Ciro Gomes,  que vagsbundo,Neutro
2022-07-30 23:16:13+00:00,1553519864589217792,"@cirogomes Cirão, cai pra direita velho, lá é teu lugar, você é do bem, vai agregar e muito ao país 👊🏾💪🏾😎🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",Ciro Gomes," cirão, cai pra direita velho, lá é teu lugar, você é do bem, vai agregar e muito ao país 👊🏾💪🏾😎🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷",Neutro
2022-07-30 23:16:12+00:00,1553519860143083520,"@cirogomes É, realmente não pode ser só efeito do álcool!!!",Ciro Gomes," é, realmente não pode ser só efeito do álcool!!!",Neutro
2022-07-30 23:16:10+00:00,1553519853348306944,"@JulioCPereirajr @anfers1985 @psol50 @Haddad_Fernando @cirogomes @antonionetopdt @aldorebelo @elviscezar_ofc E que pode, ao fim de tudo, ser completamente infeliz

Porém

Correto",Ciro Gomes,"        e que pode, ao fim de tudo, ser completamente infelizporémcorreto",Neutro
2022-07-30 23:16:01+00:00,1553519815377256449,@gomyde @cirogomes Grande @cirogomes !! Ideias importantíssimas para o Brasil #prefirociro #cirorebeldiadaesperança #ciroaunicavia #CiroPresidente,Ciro Gomes,  grande  !! ideias importantíssimas para o brasil    ,Neutro
2022-07-30 23:15:48+00:00,1553519759119065088,@CarlosLinhare @CiraoCarioca Ciro Gomes é a melhor opção para o Brasil,Ciro Gomes,  ciro gomes é a melhor opção para o brasil,Neutro
2022-07-30 23:15:43+00:00,1553519740085215232,@cirogomes LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes, lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Neutro
2022-07-30 23:15:27+00:00,1553519670187139072,@JosPereira91 @cirogomes Será? Kkkk,Ciro Gomes,  será? kkkk,Neutro
2022-07-30 23:15:12+00:00,1553519607792771072,@AnaKurama12 Esse papo deles é besta demais. Se eu quisesse que o Loola vencesse no primeiro ou segundo turno votaria nele e não no Ciro. Acontece que eu quero o CIRO GOMES presidente!!! #CiroPresidente,Ciro Gomes, esse papo deles é besta demais. se eu quisesse que o loola vencesse no primeiro ou segundo turno votaria nele e não no ciro. acontece que eu quero o ciro gomes presidente!!! ,Negativo
2022-07-30 23:15:01+00:00,1553519564763414528,"Nossa ÚNICA VIA.
CIRO GOMES 12. https://t.co/NxYaNuEl0Q",Ciro Gomes,nossa única via.ciro gomes 12. ,Neutro
2022-07-30 23:14:55+00:00,1553519539589087236,@cirogomes @gomyde LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes,  lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Neutro
2022-07-30 23:14:44+00:00,1553519493699305473,"Anote em sua agenda de compromisso que nesta segunda-feira, temos um encontro de esperança e de mudança para o estado do Amazonas. 

 📌 Dia 1 de agosto (segunda-feira)

📍Rancho Sertanejo (Av. Prof. Nilton Lins, 219 - Bairro Flores) 

⏰ 17h 

@cirogomes @luizcastroam 

#pdt12 https://t.co/UGpkfYTrOM",Ciro Gomes,"anote em sua agenda de compromisso que nesta segunda-feira, temos um encontro de esperança e de mudança para o estado do amazonas.  📌 dia 1 de agosto (segunda-feira)📍rancho sertanejo (av. prof. nilton lins, 219 - bairro flores) ⏰ 17h    ",Neutro
2022-07-30 23:14:43+00:00,1553519485826498560,"@evenstarariel @cirogomes Ele ataca todo mundo, essa é a tática do Çiro, porque não tem imaginação e não deixou legado em 30 anos de política. Agora fica aí de mimimi.",Ciro Gomes,"  ele ataca todo mundo, essa é a tática do çiro, porque não tem imaginação e não deixou legado em 30 anos de política. agora fica aí de mimimi.",Neutro
2022-07-30 23:14:14+00:00,1553519366964125696,@AkyllaFernanda @CiraoCarioca Ciro Gomes é a melhor opção para o Brasil,Ciro Gomes,  ciro gomes é a melhor opção para o brasil,Neutro
2022-07-30 23:13:44+00:00,1553519239650312192,@guilhermegauden @cirogomes Eleitores que quebraram essa barreira que querem no impôs,Ciro Gomes,  eleitores que quebraram essa barreira que querem no impôs,Negativo
2022-07-30 23:13:32+00:00,1553519188043612167,"Cara foi longe demais dessa vez, por essa eu não esperava kkkk @cirogomes gostou da homenagem ? #CiroPresidente https://t.co/AkzlVbe7uj",Ciro Gomes,"cara foi longe demais dessa vez, por essa eu não esperava kkkk  gostou da homenagem ?  ",Neutro
2022-07-30 23:13:26+00:00,1553519164286976000,@cirogomes Kkkkkkkkkkkk..... Só pode vir de Nárnia uma cara que escreve isso afim de ganhar votos kkkkkk,Ciro Gomes, kkkkkkkkkkkk..... só pode vir de nárnia uma cara que escreve isso afim de ganhar votos kkkkkk,Neutro
2022-07-30 23:13:21+00:00,1553519145605632001,@cirogomes Fala aí 6%!,Ciro Gomes, fala aí 6%!,Neutro
2022-07-30 23:13:17+00:00,1553519128337698822,"@vidatrotamundo @BabeneMarcos @EltonPsantos12 @cirogomes Amigo, isso é relativo. As intenções de votos mudam diariamente, principalmente pós-debates. Nos debates indecisos escolhem seus candidatos. A Marina Silva em 2014, teve um reper histórico, conquistou o povo e quase chegou ao 2 turno.",Ciro Gomes,"    amigo, isso é relativo. as intenções de votos mudam diariamente, principalmente pós-debates. nos debates indecisos escolhem seus candidatos. a marina silva em 2014, teve um reper histórico, conquistou o povo e quase chegou ao 2 turno.",Neutro
2022-07-30 23:12:59+00:00,1553519050667577346,@PazoAndre @Kli_Nev @FGuerreiroMEP @cirogomes Faço isso dia a dia. Meu dever como cidadão.,Ciro Gomes,    faço isso dia a dia. meu dever como cidadão.,Neutro
2022-07-30 23:12:57+00:00,1553519042924888064,"@tricolor277 @evenstarariel @cirogomes Mano, lembro q era no Facebook, mas n lembro o nome pra te falar a vdd, e n são só verificados q falam do 🦑, as pesquisas tbm falam",Ciro Gomes,"   mano, lembro q era no facebook, mas n lembro o nome pra te falar a vdd, e n são só verificados q falam do 🦑, as pesquisas tbm falam",Negativo
2022-07-30 23:12:54+00:00,1553519029591195648,#CiroPresidente #CiroPresidente12 #CiroPresidente12 #cirogames #CiroGomes #Ciro #cironoavesso #PrefiroCiro https://t.co/OvXjEdMvuT,Ciro Gomes,        ,Neutro
2022-07-30 23:12:52+00:00,1553519020573335553,@cirogomes Kkkkkkkkkkkkkkkkkk https://t.co/nxTUugM1NY,Ciro Gomes, kkkkkkkkkkkkkkkkkk ,Neutro
2022-07-30 23:12:44+00:00,1553518988113678342,@cirogomes Taí!,Ciro Gomes, taí!,Neutro
2022-07-30 23:12:39+00:00,1553518968564027398,@AndreJanonesAdv @cirogomes Que conversão seria essa? Já vi alguns discursos seus e parece Ciro falando. Não entendi nada.,Ciro Gomes,  que conversão seria essa? já vi alguns discursos seus e parece ciro falando. não entendi nada.,Neutro
2022-07-30 23:12:38+00:00,1553518964902346753,@AcoLyonel Vixi!!!! Chama o @cirogomes urgente!!!!,Ciro Gomes, vixi!!!! chama o  urgente!!!!,Neutro
2022-07-30 23:12:32+00:00,1553518936548933632,TEM UM COMERCIAL DO CIRO GOMES QUE É MUITO FEIOKKKKKKKKKKKKKKKKKKKKKK QUE PORRA É ESSA,Ciro Gomes,tem um comercial do ciro gomes que é muito feiokkkkkkkkkkkkkkkkkkkkkk que porra é essa,Neutro
2022-07-30 23:12:30+00:00,1553518931620642817,"@MaraLuquet @LulaOficial @cirogomes Ciro tem muitos defeitos, mas nunca foi um criminoso, um ladrão, já Lula é um gangster, que em um país civilizado estaria apodrecendo na cadeia!!!",Ciro Gomes,"   ciro tem muitos defeitos, mas nunca foi um criminoso, um ladrão, já lula é um gangster, que em um país civilizado estaria apodrecendo na cadeia!!!",Neutro
2022-07-30 23:12:30+00:00,1553518929590583296,"Que alegria, que prazer enorme rever você hoje, meu caro amigo @cirogomes . Ainda mais na querida Belo Horizonte. Conte sempre comigo, meu presidente!!

#BrasilPraFrente #CiroPresidente #RebeldiadaEsperança #PrefiroCiro https://t.co/ZvA5f2gljF",Ciro Gomes,"que alegria, que prazer enorme rever você hoje, meu caro amigo  . ainda mais na querida belo horizonte. conte sempre comigo, meu presidente!!    ",Neutro
2022-07-30 23:12:29+00:00,1553518927568949254,"@cirogomes @GloboNews Com licença, essa toalha é do senhor? https://t.co/4e9BgSxNrA",Ciro Gomes,"  com licença, essa toalha é do senhor? ",Neutro
2022-07-30 23:12:27+00:00,1553518918811230208,@vinisantosrj @AndreJanonesAdv @cirogomes Só respondo quando chegar aos dois dígitos.,Ciro Gomes,   só respondo quando chegar aos dois dígitos.,Neutro
2022-07-30 23:12:11+00:00,1553518851165388801,@cirogomes Otimista heimmm😂😂😂😂,Ciro Gomes, otimista heimmm😂😂😂😂,Neutro
2022-07-30 23:12:10+00:00,1553518847705206791,@cirogomes Sai daí arenista! Traidor da esquerda a qual nunca pertenceu!,Ciro Gomes, sai daí arenista! traidor da esquerda a qual nunca pertenceu!,Neutro
2022-07-30 23:12:01+00:00,1553518806215151621,@gomyde @cirogomes LULA PRESIDENTE E HADDAD GOVERNADOR PELA GLÓRIA E HONRA DO NOSSO SENHOR JESUS CRISTO 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Ciro Gomes,  lula presidente e haddad governador pela glória e honra do nosso senhor jesus cristo 🙏🙏🙏🙏🙏🙏🙏🙏✨💫⭐🌟😍❤️,Neutro
2022-07-30 23:11:58+00:00,1553518796299804679,@AndreJanonesAdv @cirogomes Se vendeu por quantas toalhas?,Ciro Gomes,  se vendeu por quantas toalhas?,Neutro
2022-07-30 23:11:57+00:00,1553518790335467522,"@CentralEleicoes Continuo desafiando a mídia a pautar o @cirogomes no seu conjunto de ideias para o Brasil.E não somente NO que ele fale sobre o Lula... Ciro é o principal crítico do Lula, mas Ciro é muito mais que isso! #PrefiroCiro #CiroPresidente",Ciro Gomes," continuo desafiando a mídia a pautar o  no seu conjunto de ideias para o brasil.e não somente no que ele fale sobre o lula... ciro é o principal crítico do lula, mas ciro é muito mais que isso!  ",Negativo
2022-07-30 23:11:48+00:00,1553518754730070019,@scostacurta2011 @Sil40049935Nice @paris_12_ @AndreJanonesAdv @cirogomes 9%,Ciro Gomes,     9%,Neutro
2022-07-30 23:11:46+00:00,1553518746525917184,@Newman91643288 @cirogomes Concordo rs,Ciro Gomes,  concordo rs,Neutro
2022-07-30 23:11:44+00:00,1553518737940250624,@cirogomes O cirro está falando a verdade pra os da iguala dele. sabe perdi a empatia pelo cirro!,Ciro Gomes, o cirro está falando a verdade pra os da iguala dele. sabe perdi a empatia pelo cirro!,Neutro
2022-07-30 23:11:44+00:00,1553518736400957440,"@cirogomes Ciro, deixa dessa choradeira, já tá feião...",Ciro Gomes," ciro, deixa dessa choradeira, já tá feião...",Neutro
2022-07-30 23:11:42+00:00,1553518727022448640,@cirogomes @GloboNews LULA PRESIDENTE https://t.co/fGeutN2zOR,Ciro Gomes,  lula presidente ,Neutro
2022-07-30 23:11:27+00:00,1553518664464433155,"@ciro_nogueira @jairbolsonaro @ciro_nogueira como vai ser o seu posicionamento mesmo?
Ciro Gomes, Lula ou Bolsonaro?
Pois no palanque no Piauí da forma que está sendo trabalhado tem cara de que você está no team lula!",Ciro Gomes,"   como vai ser o seu posicionamento mesmo?ciro gomes, lula ou bolsonaro?pois no palanque no piauí da forma que está sendo trabalhado tem cara de que você está no team lula!",Negativo
2022-07-30 23:11:23+00:00,1553518647993417728,@EngZini @cirogomes Que orgulho!!!!,Ciro Gomes,  que orgulho!!!!,Neutro
2022-07-30 23:10:58+00:00,1553518544670842880,@EngZini @cirogomes @EngZini Deputado estadual n° 12120 #PDT #TimeZini #VieiraGovernador #CiroPresidente12,Ciro Gomes,   deputado estadual n° 12120    ,Neutro
2022-07-30 23:10:56+00:00,1553518534172483584,"@cirogomes ""Há 500 anos, direto do túnel do tempo"". Valeu a tentativa, Coroné 6%. Mas é #LulaNoPrimeiroTurno",Ciro Gomes," ""há 500 anos, direto do túnel do tempo"". valeu a tentativa, coroné 6%. mas é ",Neutro
2022-07-30 23:10:54+00:00,1553518527969116164,"@cirogomes Parabéns mas, quando vc vai pra França? Fia.02 mesmo ou 03 de outubro?",Ciro Gomes," parabéns mas, quando vc vai pra frança? fia.02 mesmo ou 03 de outubro?",Neutro
2022-07-30 23:10:52+00:00,1553518518158737408,"Será que o povo mais esclarecido tanto do lado do L quanto do lado do B não percebeu a jogada de Mestre do @cirogomes em conscientizar a população através do PND, despertando o BRASIL. Porque a hora que o Gigante acordar de vez, ninguém que estiver com L ou B estará salvo!",Ciro Gomes,"será que o povo mais esclarecido tanto do lado do l quanto do lado do b não percebeu a jogada de mestre do  em conscientizar a população através do pnd, despertando o brasil. porque a hora que o gigante acordar de vez, ninguém que estiver com l ou b estará salvo!",Positivo
2022-07-30 23:10:46+00:00,1553518495064801281,@randolfeap É por isso que sou Ciro Gomes!!! 🌹,Ciro Gomes, é por isso que sou ciro gomes!!! 🌹,Neutro
